"","YEAR","FAC_NO","FACILITY_NAME","DBA_ADDRESS1","DBA_CITY","DBA_ZIP_CODE","COUNTY_NAME","LICENSED_BED_SIZE","TYPE_CONTROL_DESC","TEACH_RURAL","TOC_Acute","TOC_SN_IC","TOC_Psych","TOC_Chem_Dep","TOC_Rehab","TOC_Unknown","Sex_Male","Sex_Female","Sex_Other_Unknown","Age_0_09","Age_10_19","Age_20_29","Age_30_39","Age_40_49","Age_50_59","Age_60_69","Age_70_79","Age_80_","Age_Unknown","RaceGrp_White","RaceGrp_Black","RaceGrp_Hispanic","RaceGrp_Asian","RaceGrp_Native_Am","RaceGrp_Other","RaceGrp_Unknown","Admt_Home","Admt_Resid_Care","Admt_Ambul_Surgery","Admt_SN_IC","Admt_Acute_Inpt_Hosp_Care","Admt_Other_Inpt_Hosp_Care","Admt_Newborn","Admt_Prison_Jail","Admt_Other","Admt_Unknown","Route_Your_ER","Route_Not_Your_ER","Route_Unknown","Adm_Scheduled","Adm_Unscheduled","Adm_Newborn","Adm_Unknown","Disp_Routine","Disp_Resid_Care","Disp_Prison_Jail","Disp_Against_Medical_Advice","Disp_Died","Disp_Home_Health","Disp_Unknown","DNR_Yes","DNR_No","DNR_Unknown","Payer_Medicare","Payer_Medi_Cal","Payer_Priv_Coverage","Payer_Workers_Comp","Payer_County_Indigent_Prog","Payer_Other_Government","Payer_Other_Indigent","Payer_Self_Pay","Payer_Other_Payer","Payer_Unknown","Dx_Infections","Dx_Neoplasms","dx_Endocrine","Dx_Blood_Disorders","Dx_Psychoses_Neuroses","Dx_Nervous_System","Dx_Circulatory","Dx_Respiratory","Dx_Digestive","Dx_Genitourinary","Dx_All_Pregnancies","Dx_Skin_disorders","Dx_Musculoskeletal","Dx_Congenital_anomalies","Dx_Perinatal_disorders","Dx_Symptoms","Dx_Injuries_Drugs_Complications","Dx_Other_Reasons","Dx_Births","Pr_Nervous_System","Pr_Endocrine_System","Pr_Eye","Pr_Ear","Pr_Nose_Mouth_Pharynx","Pr_Respiratory","Pr_Cardiovascular","Pr_Blood_Lymph_Organs","Pr_Digestive","Pr_Urinary","Pr_OB_Procedures","Pr_Musculoskeletal","Pr_Skin","Pr_Diagnostic_Therapeutic","Pr_Other_Interventions","Pr_None","EC_Accidental_Poisoning","EC_Misadventures_Complication","EC_Accidental_Falls","EC_Fire_Accidents","EC_Natural_Environment","EC_Submersion_Suffocation_Foreig","EC_Other_Accidents","EC_Adverse_Effects_of_Drugs","EC_Self_Inflicted","EC_Inflicted_by_Others","EC_Undetermined","EC_War","EC_Late_Effects_of_Injury","EC_None","Dsch_Days","Disp_SN_IC_Care","EC_Rail_Motor_Vehicle","Pr_Reproductive_System","Disp_Acute_Care","MSSA_DESIGNATION","Disp_Rehab","Disp_Disaster_Care_Site","Disp_Childrens_or_cancer","Disp_Hospice_Care","Disp_Psychiatric_Care","Disp_CAH","Disp_Other_Care","Disp_Invalid_Blank","Dx_Birth_Defects","Dx_Cancer","Dx_Ear","Dx_Eye","PR_General","PR_Imaging","PR_Radiation_Oncology","PR_Nuclear_Medicine","PR_New_Technologies","EC_Abnormal_Reaction_Later_Cx","EC_Med_Device_Adverse_Incident","EC_Supplementary_Factors","EC_W_Inanimate_Animate_Object","EC_NonTrans_Drowning_Subm","Route_No_ER","Adm_Emergency","Adm_Urgent","Adm_NA","Adm_Trauma","Admt_Clinic_Dr","Admt_DistinctPartXfer","Admt_Hosp_Dif","Admt_HospiceFacility","Zip_CA_Resident","Zip_Foreign","Zip_Homeless","Zip_Out_of_State","Zip_Unknown","Zip_Blank_Invalid","eth_Hispanic","eth_NonHispanic","eth_Unknown","eth_Blank_Invalid","Racegrp_aman","Racegrp_multirace","Racegrp_nhpi","dx_Symptoms_Signs_NEC","Dx_Residual","Admt_Disaster_Care_Site"
"761",2013,"434040","LUCILE SALTER PACKARD CHILDREN'S HOSP. AT STANFORD","725 WELCH ROAD","PALO ALTO","94304","SANTA CLARA","300-499","Non-Profit","NA",16153,0,0,0,0,0,6043,10101,9,9081,2629,1657,2452,318,9,6,1,0,0,5751,478,5870,3850,25,179,0,8234,0,0,1,1317,15,4156,0,2430,0,0,16153,0,2528,9073,4546,6,15657,42,5,16,118,22,0,13,16140,0,65,4453,8915,0,0,2668,7,45,0,0,338,263,384,275,307,404,426,843,649,248,4409,94,220,859,724,288,691,570,4161,479,17,16,21,342,202,1003,101,675,174,4274,331,103,4690,33,3009,19,991,11,1,7,42,18,1007,18,8,2,0,11,14015,93708,13,3,683,200,NA,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"762",2013,"201281","MADERA COMMUNITY HOSPITAL","1250 EAST ALMOND AVENUE","MADERA","93637","MADERA","100-149","Non-Profit","NA",6016,0,0,0,0,0,2060,3956,0,1579,249,1089,661,408,499,467,497,567,0,1569,260,4076,103,4,1,3,4386,5,0,9,0,0,1573,39,4,0,2033,3983,0,1130,3313,1573,0,5132,2,84,57,128,17,0,183,5833,0,1264,3516,734,6,199,125,3,169,0,0,97,100,210,67,40,36,464,456,579,237,1630,136,78,0,6,190,114,3,1573,12,0,0,0,0,64,44,11,465,7,1579,118,80,1789,0,1746,8,50,75,0,9,0,19,59,11,4,6,0,1,5767,23514,400,7,101,161,NA,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"763",2013,"420493","MARIAN REGIONAL MEDICAL CENTER","1400 EAST CHURCH STREET","SANTA MARIA","93454","SANTA BARBARA","300-499","Non-Profit","NA",13472,544,0,0,0,0,5350,8654,12,3339,483,2170,1357,772,1202,1280,1437,1976,0,6283,222,7041,363,11,74,22,10453,1,0,67,539,31,2908,9,8,0,6285,7731,0,3784,7317,2909,6,11067,53,15,43,342,928,0,698,13318,0,4348,5685,2832,47,149,464,6,485,0,0,1081,279,391,100,72,129,1289,810,1325,369,3109,100,464,12,54,319,668,537,2908,105,24,7,1,31,123,747,11,1256,89,2885,766,130,2998,23,4554,65,437,388,1,13,26,111,583,32,7,12,0,9,12299,63910,1069,33,266,186,NA,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"764",2013,"400466","MARIAN REGIONAL MEDICAL CENTER, ARROYO GRANDE","345 SOUTH HALCYON ROAD","ARROYO GRANDE","93420","SAN LUIS OBISPO","50-99","Non-Profit","NA",2325,0,0,0,444,0,1293,1476,0,2,23,61,89,159,401,608,605,821,0,2405,27,262,48,1,22,4,2244,28,0,47,427,21,0,0,2,0,1765,1004,0,994,1771,0,4,1485,17,1,12,84,599,0,320,2449,0,1838,179,586,23,60,23,0,60,0,0,315,61,87,31,19,33,342,208,437,97,1,34,377,1,0,38,239,449,0,20,10,1,0,3,41,109,4,297,23,0,465,35,634,37,1087,24,126,152,0,2,7,24,96,22,1,1,0,20,2278,12947,367,16,3,103,NA,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"765",2013,"050932","MARK TWAIN MEDICAL CENTER","768 MOUNTAIN RANCH ROAD","SAN ANDREAS","95249","CALAVERAS","1-49","Non-Profit","Small/Rural",1225,0,0,0,0,0,625,600,0,0,8,38,43,96,168,292,307,273,0,1153,13,28,6,4,12,9,1204,0,0,15,1,1,0,0,4,0,1106,119,0,117,1108,0,0,646,2,2,21,34,202,0,111,1114,0,782,123,157,8,70,23,5,50,7,0,148,20,59,16,21,39,194,186,158,53,5,49,70,1,0,58,145,3,0,6,0,1,0,0,9,88,3,110,6,0,118,21,187,1,674,22,61,85,1,16,2,18,90,21,3,7,0,3,884,4403,206,12,1,87,NA,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"766",2013,"090933","MARSHALL  MEDICAL CENTER (1-RH)","1100 MARSHALL WAY","PLACERVILLE","95667","EL DORADO","100-149","Non-Profit","Small/Rural",5615,187,0,0,0,0,2397,3405,0,511,95,452,425,397,847,883,902,1290,0,5403,34,301,20,26,17,1,4706,102,31,270,188,4,490,11,0,0,4000,1802,0,846,4466,490,0,4038,60,7,51,145,415,1,395,5407,0,2983,1524,1091,27,0,6,0,168,3,0,590,148,162,37,61,108,785,610,738,260,536,97,432,12,8,135,414,179,490,31,3,2,1,9,96,374,7,570,48,487,470,117,1324,17,2191,56,206,277,1,24,12,51,344,33,5,11,0,19,4687,23573,834,76,55,234,NA,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"767",2013,"240924","MEMORIAL HOSPITAL LOS BANOS","520 WEST I STREET","LOS BANOS","93635","MERCED","1-49","Non-Profit","Small/Rural",2098,0,0,0,0,0,620,1478,0,769,100,436,296,104,88,76,93,136,0,479,58,1490,27,1,38,5,1317,2,2,46,0,0,731,0,0,0,574,1524,0,149,1213,731,5,1890,0,0,10,9,32,0,100,1998,0,302,1329,319,1,0,16,0,109,22,0,81,25,26,0,12,11,88,133,111,52,743,26,2,0,9,23,25,0,731,2,0,0,0,0,2,15,0,45,6,721,5,15,234,0,992,6,21,12,0,2,0,6,21,9,1,0,0,2,2018,4998,76,0,61,63,NA,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"768",2013,"500939","MEMORIAL HOSPITAL MEDICAL CENTER - MODESTO","1700 COFFEE ROAD","MODESTO","95355","STANISLAUS","300-499","Non-Profit","NA",18978,0,0,0,0,0,7924,11054,0,2082,346,1852,1678,1526,2372,2853,3027,3242,0,12591,685,4548,622,45,383,104,16212,101,12,465,214,48,1855,10,60,1,12324,6653,1,4663,12443,1854,18,13119,93,19,177,469,2317,0,893,18084,1,9000,3170,4978,76,10,349,18,1146,231,0,1212,581,975,210,85,245,3021,1616,2138,1094,1977,395,783,11,20,722,1971,69,1853,280,30,4,4,45,338,2461,34,2356,237,1816,1460,409,2526,56,6525,89,1002,936,1,32,26,168,786,55,137,11,0,45,15283,89372,2094,407,397,420,NA,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"769",2013,"414018","MENLO PARK SURGICAL HOSPITAL","570 WILLOW ROAD","MENLO PARK","94025","SAN MATEO","1-49","Non-Profit","NA",237,0,0,0,0,0,67,170,0,0,0,10,36,46,54,45,34,12,0,187,4,15,31,0,0,0,237,0,0,0,0,0,0,0,0,0,0,237,0,237,0,0,0,236,0,0,0,0,0,0,0,237,0,53,2,146,0,0,1,0,35,0,0,0,53,4,0,0,1,0,0,10,76,0,15,42,0,0,1,10,25,0,1,0,1,0,1,0,0,22,14,9,0,46,82,0,0,1,0,8,3,0,0,0,2,1,0,0,0,0,0,222,299,0,1,60,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"770",2013,"340947","MERCY GENERAL HOSPITAL","4001 J STREET","SACRAMENTO","95819","SACRAMENTO","300-499","Non-Profit","NA",17622,136,0,0,539,0,8270,10025,2,2079,298,1711,1456,1555,2893,3257,2642,2406,0,10217,2410,2681,2486,68,234,201,12979,49,82,225,2546,35,2055,5,319,2,6790,11505,2,5212,11012,2071,2,13402,7,11,137,323,2264,0,1198,17097,2,7328,5133,4271,154,758,107,0,529,2,15,1188,600,430,132,113,289,5098,708,1148,535,2287,206,1088,86,14,560,1009,741,2065,278,70,6,1,23,220,4629,21,1072,203,2090,1319,230,2255,83,5468,51,1651,379,0,34,12,100,743,25,14,7,0,74,15172,75157,1465,35,329,325,NA,0,0,0,0,0,0,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"771",2013,"150761","MERCY HOSPITAL - BAKERSFIELD","2215 TRUXTUN AVENUE","BAKERSFIELD","93301","KERN","100-149","Non-Profit","NA",13679,0,0,0,0,0,5426,8251,2,2477,313,2255,1963,1339,1725,1451,1110,1046,0,6880,1005,4944,575,116,159,0,9721,107,200,239,94,7,2474,836,1,0,7038,6641,0,1679,9527,2473,0,10579,30,853,120,200,462,7,1204,12475,0,3266,2689,6656,56,67,193,0,749,0,3,594,527,476,135,108,313,903,835,1605,796,2679,257,545,5,1,336,1047,42,2475,225,15,6,2,24,193,762,22,1591,156,2462,850,237,3464,19,3180,63,747,465,1,38,29,137,478,66,51,17,0,50,11504,48262,741,33,471,225,NA,0,0,0,0,0,0,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"772",2013,"344029","MERCY HOSPITAL - FOLSOM","1650 CREEKSIDE DRIVE","FOLSOM","95630","SACRAMENTO","100-149","Non-Profit","NA",6939,0,0,0,0,0,2613,4324,2,943,89,634,907,644,818,833,864,1207,0,5764,131,375,570,15,54,30,5737,122,23,55,40,11,940,7,4,0,4208,2731,0,966,5028,942,3,5058,17,6,58,97,796,0,818,6121,0,2604,722,3080,30,205,112,0,185,1,0,853,220,184,60,84,144,594,436,919,342,1000,117,321,8,0,247,454,14,942,32,6,3,1,19,77,325,3,811,119,931,479,103,458,32,3230,60,217,267,1,40,7,74,397,35,5,0,0,27,5800,20848,527,9,310,278,NA,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"773",2013,"240942","MERCY MEDICAL CENTER - MERCED","333  MERCY AVENUE","MERCED","95340","MERCED","150-199","Non-Profit","NA",12013,0,0,0,0,0,4503,7510,0,2496,369,1652,1146,751,1236,1367,1440,1556,0,5527,738,4895,785,4,48,16,9239,44,16,342,31,0,2290,8,43,0,6062,5951,0,3042,6673,2298,0,9056,54,10,134,269,801,0,749,11264,0,4303,4760,2412,33,171,110,35,189,0,0,968,274,405,127,33,95,1138,1163,1011,515,2409,212,509,5,32,242,561,18,2296,66,11,1,3,12,163,641,21,1066,53,2233,801,156,1270,31,5260,43,486,305,1,19,19,132,385,30,9,0,0,30,10545,44274,1227,9,225,373,NA,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"774",2013,"450949","MERCY MEDICAL CENTER - REDDING","2175 ROSALINE AVENUE","REDDING","96001","SHASTA","200-299","Non-Profit","NA",14720,0,0,0,0,0,6401,8316,3,2565,381,1670,1134,877,1725,2299,2125,1944,0,12997,172,565,196,195,291,304,11144,223,18,254,215,13,2025,3,825,0,7027,7693,0,2858,9808,2054,0,10202,58,11,133,393,1870,0,1458,13256,6,6038,3782,3330,179,424,306,1,655,5,0,701,530,413,138,58,250,1816,1093,1098,634,2119,236,1406,26,95,212,1729,136,2030,357,9,4,1,30,302,1274,36,942,169,2003,1959,209,1582,105,5309,119,826,659,2,46,42,145,514,57,54,15,0,64,11972,58776,1699,205,429,152,NA,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"775",2013,"470871","MERCY MEDICAL CENTER MT. SHASTA","914 PINE STREET, BOX 239","MOUNT SHASTA","96067","SISKIYOU","1-49","Non-Profit","Small/Rural",1217,14,0,0,0,0,531,700,0,181,29,133,95,92,145,229,152,175,0,1029,45,50,12,10,32,53,1051,1,2,11,17,0,149,0,0,0,684,547,0,243,839,149,0,973,0,0,6,39,83,0,836,395,0,508,310,248,34,38,13,1,79,0,0,55,28,31,9,12,15,96,121,150,44,160,16,158,0,5,31,140,11,149,8,0,1,0,2,5,7,1,97,4,150,209,19,86,11,609,18,48,71,0,2,0,9,39,12,1,1,0,6,1010,2897,84,14,22,40,NA,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"776",2013,"340950","MERCY SAN JUAN HOSPITAL","6501 COYLE AVENUE","CARMICHAEL","95608","SACRAMENTO","300-499","Non-Profit","NA",24235,0,0,0,0,0,10338,13893,4,3095,552,2310,2287,2348,3738,3421,2806,3678,0,17343,2393,2306,1402,44,317,430,19332,529,22,680,911,59,2250,5,447,0,15599,8636,0,2980,18918,2327,10,16453,271,19,328,649,2999,0,2273,21962,0,9435,7337,4622,78,1335,363,0,1063,2,0,2175,1108,967,259,291,660,3496,2092,1808,918,2530,423,981,32,186,1013,2848,185,2263,431,49,43,9,82,520,2020,76,1909,250,2240,1747,536,5877,127,7674,230,1379,1076,5,53,48,266,1411,174,221,43,0,173,18691,101800,2459,465,645,436,NA,0,0,0,0,0,0,549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"777",2013,"340951","METHODIST HOSPITAL OF SACRAMENTO","7500 HOSPITAL DRIVE","SACRAMENTO","95823","SACRAMENTO","300-499","Non-Profit","NA",11878,607,0,0,0,0,4668,7816,1,1842,218,1509,1275,1179,1799,1724,1405,1534,0,4473,2244,2831,2487,22,346,82,9372,335,4,314,629,17,1791,15,8,0,6775,5710,0,2306,8358,1813,8,8749,123,15,162,325,1579,0,1160,11325,0,4162,5036,2041,59,606,131,0,450,0,0,1077,296,667,138,115,268,1183,890,1211,390,1957,171,824,3,44,372,604,477,1798,51,9,1,3,9,149,549,9,1284,39,1794,977,237,1721,45,5322,81,381,279,2,19,23,82,665,55,13,21,0,61,10793,88176,984,10,286,446,NA,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"778",2013,"190529","METHODIST HOSPITAL OF SOUTHERN CALIFORNIA","300 WEST HUNTINGTON DRIVE","ARCADIA","91007","LOS ANGELES","300-499","Non-Profit","NA",16856,966,0,0,531,0,7465,10887,1,1838,161,1052,1791,1226,1862,2509,2988,4926,0,7896,840,5440,3639,9,492,37,14591,3,30,202,1559,140,1824,0,0,4,10732,7617,4,2482,14047,1824,0,11813,0,2,191,414,1559,12,1182,17171,0,9266,1585,6520,127,0,47,12,785,7,4,1733,597,640,202,157,422,2493,1296,1769,874,1928,330,945,10,14,826,1269,1024,1824,221,26,12,5,66,249,1157,37,1811,122,1818,1268,324,3024,37,7506,61,692,879,4,33,37,227,802,43,15,27,0,40,15434,80813,3101,59,670,438,NA,0,0,0,0,0,0,733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"779",2013,"410852","MILLS-PENINSULA MEDICAL CENTER","1501 TROUSDALE DRIVE","BURLINGAME","94010","SAN MATEO","200-299","Non-Profit","NA",14402,59,1083,489,0,0,6480,9441,112,2027,740,1203,2070,1246,1697,1876,1966,3208,0,9490,449,2333,3225,19,398,119,13104,84,30,317,350,101,1949,5,93,0,8223,7810,0,4737,9345,1950,1,11963,1,3,127,309,1771,1,1046,14986,1,6608,1664,6880,61,95,67,0,645,13,0,1136,642,423,117,2369,212,1942,829,1236,574,2072,248,743,19,64,301,1049,107,1950,122,52,4,3,35,188,1439,59,1303,143,1950,1094,271,1738,27,6662,72,628,711,4,22,6,107,715,138,18,6,0,29,13552,99636,1432,25,943,244,NA,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"780",2013,"301337","MISSION HOSPITAL LAGUNA BEACH","31872 COAST HIGHWAY","LAGUNA BEACH","92651","ORANGE","200-299","Non-Profit","NA",2016,0,1559,649,0,0,2080,2144,0,0,189,832,487,650,688,499,336,543,0,3681,51,264,92,3,40,93,3938,4,3,5,184,74,0,2,14,0,3213,1011,0,401,3819,0,4,3047,21,2,213,21,261,0,55,4169,0,1293,163,2130,18,261,56,35,268,0,0,102,55,103,31,2459,45,171,176,354,110,14,51,176,2,0,142,228,5,0,17,7,3,1,6,24,55,8,275,8,0,235,48,1505,10,2002,23,80,151,4,6,5,106,158,144,15,31,0,13,3471,18248,203,17,20,108,NA,0,0,0,0,0,0,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"781",2013,"301262","MISSION HOSPITAL REGIONAL MEDICAL CENTER","27700 MEDICAL CENTER ROAD","MISSION VIEJO","92691","ORANGE","300-499","Non-Profit","NA",17663,0,0,1,437,0,7523,10573,5,2778,268,1841,2070,1389,1954,2329,2389,3083,0,13596,249,2992,948,10,186,120,14659,55,40,34,504,34,2748,0,22,5,9715,8386,0,3144,12177,2750,30,12247,138,3,97,379,2813,0,588,17513,0,6856,3197,6604,112,537,328,108,359,0,0,948,652,396,146,174,389,2299,1024,1511,646,2912,224,1029,38,9,467,1987,498,2752,381,71,21,6,89,375,1486,50,1311,124,2694,1517,396,1382,59,7187,64,979,936,1,25,36,207,1134,61,40,28,0,79,14040,71336,1443,471,952,549,NA,0,0,0,0,0,0,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"782",2013,"361166","MONTCLAIR HOSPITAL MEDICAL CENTER","5000 SAN BERNARDINO STREET","MONTCLAIR","91763","SAN BERNARDINO","100-149","Non-Profit","NA",4457,0,0,0,0,0,1608,2849,0,879,220,704,559,430,496,420,323,426,0,943,393,2848,199,4,61,9,3032,97,1,481,71,2,766,7,0,0,2656,1801,0,706,2985,766,0,3329,84,7,116,63,125,0,73,4384,0,1067,2750,308,3,0,43,0,252,34,0,389,41,138,80,60,110,351,347,457,235,966,79,38,0,1,268,129,2,766,1,1,0,1,4,16,77,0,295,10,757,32,81,2934,0,152,7,93,98,3,11,5,62,113,9,7,13,0,15,4014,13609,477,7,96,232,NA,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"783",2013,"190552","MOTION PICTURE AND TELEVISION HOSPITAL","23388 MULHOLLAND DRIVE","WOODLAND HILLS","91364","LOS ANGELES","200-299","Non-Profit","NA",138,67,0,0,0,0,110,95,0,0,2,1,5,10,6,17,23,141,0,179,3,1,5,0,9,8,104,21,0,44,31,5,0,0,0,0,0,205,0,83,122,0,0,55,19,0,1,24,5,0,138,67,0,108,59,0,0,0,0,0,0,38,0,21,4,15,1,12,45,18,30,22,14,0,14,5,0,0,2,2,0,0,3,1,1,0,1,0,0,0,9,0,0,1,5,9,0,175,0,1,14,0,0,0,3,3,0,0,0,0,0,184,28129,25,0,0,54,NA,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"784",2013,"013687","MPI CHEMICAL DEPENDENCY RECOVERY HOSPITAL","3012 SUMMIT STREET, 5TH FLOOR","OAKLAND","94609","ALAMEDA","1-49","Non-Profit","NA",0,0,0,525,0,0,320,205,0,0,14,146,98,121,95,45,6,0,0,354,46,60,11,0,7,47,514,0,0,0,10,1,0,0,0,0,0,525,0,524,1,0,0,474,0,0,30,0,1,1,0,525,0,3,0,404,3,0,69,3,43,0,0,0,0,1,0,519,1,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,0,15,1,0,1,1,1,0,5,0,1,1,0,0,0,514,7504,0,0,0,4,NA,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"785",2013,"481357","NORTH BAY MEDICAL CENTER","1200 B. GALE WILSON BLVD.","FAIRFIELD","94533","SOLANO","100-149","Non-Profit","NA",9999,0,0,0,0,0,4062,5937,0,1479,223,1139,1099,819,1209,1221,1261,1549,0,5120,1545,1958,844,24,326,182,8129,29,10,333,96,10,1349,39,4,0,6402,3597,0,494,8114,1370,21,7136,24,35,133,234,1041,0,576,9423,0,3900,2992,1730,42,570,235,0,530,0,0,598,187,310,113,43,133,1500,831,1101,619,1446,194,355,10,71,300,797,40,1351,139,6,4,2,14,179,910,19,819,120,1351,542,174,2934,5,2484,43,446,359,0,18,21,88,574,42,86,20,0,17,8149,38551,1064,136,297,300,NA,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"786",2013,"190568","NORTHRIDGE HOSPITAL MEDICAL CENTER","18300 ROSCOE BOULEVARD","NORTHRIDGE","91325","LOS ANGELES","300-499","Non-Profit","NA",14393,0,1671,0,247,0,7130,9180,1,2484,1096,1626,1621,1285,1856,1831,1949,2563,0,7616,784,5502,1078,32,1069,230,13746,253,5,303,428,41,1497,0,36,2,9890,6419,2,2211,12601,1496,3,11256,270,9,226,278,1998,1,589,15722,0,5773,4297,4787,229,0,326,86,813,0,0,999,460,459,152,1798,311,1940,1292,1634,655,1700,261,816,21,68,336,1611,300,1498,221,22,17,2,32,254,1227,26,1411,81,1480,1313,274,2708,67,6667,60,600,818,3,26,39,235,430,149,76,30,0,77,13398,71166,1718,370,509,338,NA,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"787",2013,"214034","NOVATO COMMUNITY HOSPITAL","180 ROLAND WAY","NOVATO","94945","MARIN","1-49","Non-Profit","NA",1613,0,0,0,0,0,753,860,0,0,18,45,56,111,208,339,312,524,0,1353,22,174,41,2,11,10,1437,82,4,87,1,1,0,0,1,0,1411,202,0,194,1419,0,0,797,34,2,12,34,284,0,345,1268,0,1065,109,291,12,79,10,0,47,0,0,215,35,48,26,38,33,252,179,267,78,3,48,155,0,0,59,173,4,0,6,1,0,0,9,21,78,6,197,18,0,232,35,91,3,905,13,70,126,0,2,8,10,125,7,1,0,0,2,1244,5173,352,5,11,59,NA,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
