"","oshpd_id2","FACILITY_NAME","COUNTY_NAME","LICENSE_CATEGORY_DESC","DBA_ADDRESS1","DBA_CITY","DBA_ZIP_CODE","LICENSED_BED_SIZE","TRAUMA_CENTER_DESC","MSSA_DESIGNATION","RURAL_HOSPITAL_DESC","TEACHING_HOSPITAL_DESC","CONTROL_TYPE_DESC","ER_SERVICE_LEVEL_DESC","Sex_Female","Sex_Male","Sex_Other_Unknown","Age_0_09","Age_10_19","Age_20_29","Age_30_39","Age_40_49","Age_50_59","Age_60_69","Age_70_79","Age_80_","Age_Unknown","Asian_Pacific_Islander","Black","Hispanic or Latino","Native_American_Eskimo_Aleut","racegrp_other","racegrp_unknown","White","Acute_Care","Against_Medical_Advice","Died","Home_Health_Service","Hospice_Care","Other_Care","Other_Unknown","Prison_Jail","Psychiatric_Care","Residential_Care","Routine","SN_IC_Care","Childrens_or_Cancer","CAH","Not_Defined_Elsewhere","Medi_Cal","Medicare","Other_Payer","Private_Coverage","Uninsured","dx_Pregnancy_Childbirth","dx_Diseases_of_the_Blood","dx_Circulatory","dx_Congenital","dx_Digestive","dx_Endocrine","dx_Genitourinary","dx_Infectious","dx_Injury_Poisoning","dx_Musculoskeletal","dx_Neoplasms","dx_Nervous_System","dx_Other_Unknown","dx_Certain_Perinatal_Conditions","dx_Psychoses_Neuroses","dx_Respiratory","dx_Skin","dx_Symptoms_Signs_NEC","dx_Births","dx_Unacceptable_principal_diagno","EC_Accidental_Falls","EC_Accidental_Poisoning","EC_Adverse_Effects_of_Drugs","EC_Fire_Accidents","EC_Inflicted_by_Others","EC_Late_Effects_of_Injury","EC_Misadventures_Complication","EC_Natural_Environment","EC_None","EC_Other_Accidents","EC_Self_Inflicted","EC_Submersion_Suffocation_Foreig","EC_Undetermined","EC_War","ED_Visit","All_Other","English","Spanish","a_Sex_Female","a_Sex_Male","a_Sex_Unknown_Other","a_Age_10_19","a_Age_20_29","a_Age_30_39","a_Age_40_49","a_Age_50_59","a_Age_60_69","a_Age_70_79","a_Age_80_","a_Age_Unknown","a_Asian_Pacific_Islander","a_Black","a_Hispanic or Latino","a_racegrp_other","a_Unknown_Race","a_White","a_Native_American_Eskimo_Aleut","a_Acute_Care","a_Against_Medical_Advice","a_Died","a_Home_Health_Service","a_Other_Care","a_Other_Unknown","a_Residential_Care_Facility","a_Routine","a_SN_IC_Care","a_Prison_Jail","a_Hospice_Care","a_Psychiatric_Care","a_Childrens_or_Cancer","a_Critical_Access_Hospital","a_Not_Defined_Elsewhere","a_Medi_Cal","a_Medicare","a_Other_Payer","a_Private_Coverage","a_Uninsured","a_dx_Pregnancy_Childbirth","a_dx_Diseases_of_the_Blood","a_dx_Circulatory","a_dx_Digestive","a_dx_Endocrine","a_dx_Genitourinary","a_dx_Infectious","a_dx_Injury_Poisoning","a_dx_Musculoskeletal","a_dx_Neoplasms","a_dx_Nervous_System","a_dx_Psychoses_Neuroses","a_dx_Respiratory","a_dx_Skin","a_dx_Symptoms_Signs_NEC","a_dx_births","a_dx_Congenital","a_dx_Certain_Perinatal_Condition","a_EC_Accidental_Falls","a_EC_Accidental_Poisoning","a_EC_Adverse_Effects_of_Drugs","a_EC_Inflicted_by_Others","a_EC_Late_Effects_of_Injury","a_EC_Misadventures_Complication","a_EC_None","a_EC_Other_Accidents","a_EC_Self_Inflicted","a_EC_Submersion_Suffocation_Fore","a_EC_Fire_Accidents","a_EC_Natural_Environment","a_EC_Undetermined","a_EC_War","Inpatient_from_ED","a_All_Other_Languages","a_English","a_Spanish","YEAR","a_Age_00_09","EC_All_Transport_Types","a_EC_All_Transport_Types","a_dx_Other_Reasons","SelfPay","Unknown_inv_Payer","a_SelfPay","a_Unknown_inv_Payer","LICENSED_BED_TOTAL","ED_STATIONS_ON_1231","CONGRESS_DIST","Rehab","Disaster_Care_Site","a_Rehab","a_Disaster_Care_Site","a_Residential_Care","a_CAH","disp_Invalid_Blank","disp_Other","a_disp_Invalid_Blank","a_disp_Other","ed_lic_levl_end","dx_Birth_Defects","dx_Cancer","dx_Ear","dx_Eye","EC_Abnormal_Reaction_Later_Cx","EC_Med_Device_Advrs_Incident","EC_NonTrans_Drowning_Subm","EC_Other_Factors","EC_Supplementary_Factors","EC_W_Inanimate_Animate_Object","All_Other_Languages","a_dx_Birth_Defects","a_dx_Cancer","a_dx_Ear","a_dx_Eye","a_EC_Abnormal_Reaction_Later_Cx","a_EC_Med_Device_Advrs_Incident","a_EC_Supplementary_Factors","a_EC_W_Inanimate_Animate_Object","a_EC_NonTrans_Drowning_Subm","racegrp_inv_blank","Non-Hispanic or Non-Latino","eth_Unknown","eth_Blank_Invalid","a_racegrp_inv_blank","a_Non-Hispanic or Non-Latino","a_Unknown_Eth","a_eth_Blank_Invalid","racegrp_aman","racegrp_asian","racegrp_black","racegrp_multirace","racegrp_nhpi","racegrp_white","eth_Hispanic","eth_NonHispanic","disp_Acute_Care","disp_Against_Medical_Advice","disp_Died","disp_Hospice_Care","disp_Not_Defined_Elsewhere","disp_Prison_Jail","disp_Psychiatric_Care","disp_Routine","disp_SN_IC_Care","disp_CAH","disp_Childrens_or_Cancer","disp_Home_Health_Service","disp_Rehab","disp_Residential_Care","disp_Disaster_Care_Site","dx_Residual","Unknown_lang","blank_inv_lang","Zip_Foreign","a_racegrp_aman","a_racegrp_asian","a_racegrp_black","a_racegrp_multirace","a_racegrp_nhpi","a_racegrp_unknown","a_racegrp_white","a_eth_Hispanic","a_eth_NonHispanic","a_Eth_Other_Unknown","a_disp_Acute_Care","a_disp_Against_Medical_Advice","a_disp_Died","a_disp_Home_Health_Service","a_disp_Hospice_Care","a_disp_Psychiatric_Care","a_disp_Rehab","a_disp_Residential_Care","a_disp_Routine","a_disp_SN_IC_Care","a_disp_CAH","a_disp_Not_Defined_Elsewhere","a_disp_Childrens_or_Cancer","a_disp_Disaster_Care_Site","a_disp_Prison_Jail","a_DX_Residual","a_Unknown_lang","a_blank_inv_lang","a_Zip_Foreign","dx_Factors_Influencing_Health_St","a_dx_Factors_Influencing_Health_","PLS_Other_Unknown","a_PLS_Other_Unknown"
"2424",106190758,"PROVIDENCE SAINT JOSEPH MEDICAL CENTER","Los Angeles","General Acute Care Hospital","501 S Buena Vista St","Burbank","91505","300-499","Non-Trauma Center","Urban","Non Rural","Non teaching","Non-profit Corporation (incl. Church-related)","Emergency - Basic",30794,24907,8,6596,4773,10157,9244,6781,6561,5118,3469,3010,0,0,0,0,0,10701,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24941,8822,1309,16797,0,1511,106,4183,8,3775,626,3737,1587,11429,3962,117,5386,19,111,2569,7075,1939,7074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55709,0,44701,6968,5060,4929,0,35,443,709,824,1340,1760,2047,2810,0,0,0,0,1518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1946,5845,57,1940,0,85,134,2198,1498,391,636,1498,1018,217,277,391,205,1021,230,146,0,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9989,1447,7316,1219,2019,21,0,0,0,3840,0,201,0,0,24,0,0,0,0,0,0,0,3,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,3965,0,0,0,0,0,0,0,0,0,127,0,522,127,0,0,0,0,27,1358,3051,775,57,39084,20079,34981,1010,1136,103,1,2,929,421,51760,291,1,23,13,1,15,0,495,43,32,131,8,364,442,183,26,49,7399,2165,7775,49,245,191,405,1431,240,23,103,15,5557,1776,0,0,2,0,1,12,4,3,15,0,0,0,0
"2425",106190762,"ST. VINCENT MEDICAL CENTER","Los Angeles","General Acute Care Hospital","2131 W 3rd St","Los Angeles","90057","300-499","Non-Trauma Center","Urban","Non Rural","Non teaching","Non-profit Corporation (incl. Church-related)","Emergency - Basic",10901,10310,1,462,954,3932,3671,2904,3323,2746,1814,1406,0,0,0,0,0,1216,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14130,2156,341,2381,0,210,98,1454,2,1314,328,1658,442,4022,1901,47,1895,4,1,1316,2560,1132,2622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21212,0,16534,3574,3074,3012,0,9,189,322,457,937,1266,1285,1621,0,0,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533,2291,54,3150,0,1,77,1306,738,407,348,921,929,309,252,118,71,422,96,80,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6086,1123,3492,1471,2019,0,0,0,0,2204,0,58,0,0,8,0,0,0,0,0,0,0,0,17,0,0,NA,0,0,0,0,0,0,0,0,0,0,1061,0,0,0,0,0,0,0,0,0,0,0,896,0,0,0,0,0,30,2857,3596,0,0,12904,10884,9432,403,800,23,0,0,1,114,19754,100,0,0,0,0,0,0,206,43,0,39,7,1888,643,1,0,178,3146,2671,3191,224,196,219,175,477,71,2,145,4,3909,871,0,17,0,0,0,3,0,0,3,0,0,0,0
"2426",106190766,"COAST PLAZA HOSPITAL","Los Angeles","General Acute Care Hospital","13100 Studebaker Rd","Norwalk","90650","100-149","Non-Trauma Center","Urban","Non Rural","Non teaching","Investor - Limited Liability Company","Emergency - Basic",6947,5929,0,1231,1424,2345,2065,1844,1812,1089,571,495,0,0,0,0,0,4336,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6375,3510,293,1015,0,198,31,755,3,934,230,752,286,2687,809,27,1149,2,6,932,1968,451,1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12876,0,11281,1550,1160,1105,0,30,118,202,247,379,452,370,466,0,0,0,0,698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,985,1065,9,148,0,5,40,473,297,150,137,374,181,41,30,123,107,201,73,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2265,54,1706,503,2019,1,0,0,0,1683,0,58,0,0,8,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,34,472,1579,3,50,6389,8388,4480,609,657,19,1,0,304,163,10965,95,1,0,22,1,39,0,136,1,0,2,6,198,232,0,10,4,1117,1175,1086,4,114,139,80,119,21,25,2,40,1092,559,0,0,2,0,72,2,2,0,0,0,0,0,0
"2427",106190796,"RONALD REAGAN UCLA MEDICAL CENTER","Los Angeles","General Acute Care Hospital","757 Westwood Plaza","Los Angeles","90095","300-499","Level I & Level I - Ped","Urban","Non Rural","Teaching","University of California","Emergency - Comprehensive",19523,18559,0,3239,4159,8270,5761,4134,4289,3824,2338,2068,0,0,0,0,0,8307,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9856,6313,1360,17816,0,628,304,2502,22,1983,438,2328,784,7167,3342,109,3959,9,89,4821,3222,1280,4593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38082,0,35187,1769,4980,5910,0,480,931,1018,1126,1662,1979,1558,1458,0,0,0,0,2560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2433,4447,139,3478,0,79,221,2027,1338,470,382,1377,2222,179,467,595,360,751,101,223,0,45,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10890,572,9453,837,2019,678,0,0,0,2737,0,393,0,0,41,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1020,0,0,0,0,0,0,0,0,0,2,0,399,3,1,0,0,2,140,3769,5024,704,91,19651,8309,29371,1628,271,80,4,6,74,2251,33648,59,0,6,30,23,2,0,502,49,57,239,44,1013,1263,225,37,70,5677,2729,8088,71,442,199,297,2120,186,128,465,4,6303,734,0,5,2,0,5,15,9,19,38,0,0,0,0
"2428",106190812,"VALLEY PRESBYTERIAN HOSPITAL","Los Angeles","General Acute Care Hospital","15107 Vanowen St","Van Nuys","91405","300-499","Non-Trauma Center","Urban","Non Rural","Non teaching","Non-profit Corporation (incl. Church-related)","Emergency - Basic",33414,27137,0,13540,7631,9742,8717,6941,6450,4360,1923,1247,0,0,0,0,0,860,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10580,4997,196,39191,0,2186,333,2843,11,3710,698,4510,1799,9195,5065,149,6142,9,402,2219,10190,2750,7987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60551,0,35327,23725,3453,3741,0,203,445,665,774,1234,1383,949,1137,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3885,2599,28,535,0,121,163,1344,1105,488,424,1255,554,139,193,271,156,617,162,124,0,17,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7194,639,4295,2236,2019,404,0,0,0,5587,0,147,0,0,24,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1414,0,0,0,0,0,0,0,0,0,0,0,247,0,0,0,0,0,36,1563,3163,920,8,53977,44122,16182,456,1177,52,4,0,90,311,58440,5,0,13,3,0,0,0,353,55,30,2,8,412,498,64,3,5,6139,3706,3454,34,210,296,275,896,85,20,140,65,4279,913,0,0,15,0,0,7,15,9,1,0,0,0,0
"2429",106190818,"USC VERDUGO HILLS HOSPITAL","Los Angeles","General Acute Care Hospital","1812 Verdugo Blvd","Glendale","91208","150-199","Non-Trauma Center","Urban","Non Rural","Non teaching","Non-profit Corporation (incl. Church-related)","Emergency - Basic",12553,10322,0,2189,2451,3255,3309,2906,2839,2612,1710,1604,0,0,0,0,0,1673,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8467,4352,351,8342,0,354,54,1954,5,1299,405,1708,733,5465,1632,60,2056,10,18,855,2779,818,2512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22875,0,21818,330,2152,1957,0,30,104,221,265,468,774,935,1301,0,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580,2622,24,828,0,19,47,684,546,164,287,718,482,87,78,115,319,366,92,81,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4109,293,3651,144,2019,11,0,0,0,1363,0,55,0,0,13,0,0,0,0,0,0,0,0,2,0,0,NA,0,0,0,0,0,0,0,0,0,0,706,0,0,0,0,0,0,0,0,0,0,0,236,0,0,0,0,0,116,1358,1489,265,0,17845,3834,18805,324,408,20,6,612,268,64,21037,83,1,17,3,0,30,0,158,0,21,31,21,252,211,45,0,18,3323,510,3552,47,285,82,116,640,96,71,13,63,1648,1081,0,14,0,0,0,3,2,19,5,0,0,0,0
"2430",106190859,"WEST HILLS HOSPITAL AND MEDICAL CENTER","Los Angeles","General Acute Care Hospital","7300 Medical Center Dr","West Hills","91307","200-299","Non-Trauma Center","Urban","Non Rural","Non teaching","Investor - Corporation","Emergency - Basic",27923,23476,1,6097,5336,8531,7829,6352,6263,4822,3139,3031,0,0,0,0,0,22293,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23405,8703,1285,11774,0,1276,196,3423,4,3109,668,3339,1437,12037,3130,124,4698,10,46,3072,6781,1894,5619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51400,0,48995,1897,4020,3545,0,56,380,568,559,904,1289,1493,2284,0,0,0,0,2133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1208,4438,366,1338,0,329,140,1589,992,342,527,916,934,148,230,234,238,631,151,133,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7565,192,7107,247,2019,32,0,0,0,6233,0,155,60,0,36,0,0,0,0,0,0,0,0,15,0,0,NA,0,0,0,0,0,0,0,0,0,0,427,0,0,0,0,0,0,0,0,0,0,0,2147,0,0,0,0,0,28,1739,2755,4709,20,19692,13908,35345,853,1570,41,9,150,113,315,48058,110,6,0,153,5,2,0,537,41,40,44,1,319,296,731,10,32,4043,1011,6347,207,384,246,197,1481,282,32,79,94,3311,1443,0,13,0,0,3,15,4,15,9,0,0,0,0
"2431",106190878,"ADVENTIST HEALTH WHITE MEMORIAL","Los Angeles","General Acute Care Hospital","1720 E Cesar E Chavez Ave","Los Angeles","90033","300-499","Non-Trauma Center","Urban","Non Rural","Teaching","Non-profit Corporation (incl. Church-related)","Emergency - Basic",31312,24320,1,12007,6247,9915,7732,5761,5304,4282,2509,1876,0,0,0,0,0,13148,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35808,7065,1808,5338,0,1918,133,3374,5,3720,759,3662,1641,9342,4134,87,5576,10,240,1109,8126,2199,9182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55633,0,34696,20834,5181,5605,0,333,916,1345,1371,1779,1864,1414,1369,0,0,0,0,2407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5245,4096,374,688,0,132,171,2132,1309,722,543,1029,761,182,252,368,1996,664,232,179,0,16,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10786,39,5838,4906,2019,395,0,0,0,5553,61,370,13,0,28,0,0,0,0,0,0,0,29,1,10,1,NA,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,432,0,126,33,0,0,0,0,33,518,1562,203,18,39094,50835,4639,634,1299,33,10,60,167,17,53034,294,0,1,45,7,2,0,416,2,8,1,2,217,743,10,3,86,7318,8888,1858,40,214,326,221,1343,92,72,140,8,7226,1022,1,41,0,0,69,28,0,3,0,0,0,0,0
"2432",106190883,"WHITTIER HOSPITAL MEDICAL CENTER","Los Angeles","General Acute Care Hospital","9080 Colima Rd","Whittier","90605","150-199","Non-Trauma Center","Urban","Non Rural","Non teaching","Investor - Corporation","Emergency - Basic",14431,11388,0,4457,3073,4707,3992,3103,2641,1843,990,1013,0,0,0,0,0,15689,1134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3584,3128,337,17485,0,813,51,1313,8,1699,312,1812,591,5354,1634,67,2505,4,67,1230,4189,863,3050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25819,0,21009,3806,2254,2073,0,43,273,381,536,715,785,666,924,0,0,0,0,1955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1677,1654,21,905,0,83,86,773,778,230,308,542,255,91,132,151,188,395,162,129,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4327,631,3007,689,2019,4,0,0,0,1285,0,60,10,0,11,0,0,0,0,0,0,0,0,3,0,0,NA,0,0,0,0,0,0,0,0,0,0,1004,0,0,0,0,0,0,0,0,0,0,0,189,1,0,0,0,0,40,2170,617,505,19,5645,16932,8697,890,885,15,1,0,212,255,23039,173,0,344,0,1,1,0,257,0,0,5,6,850,90,125,6,144,1151,2072,2221,34,308,222,113,341,35,23,2,9,2575,629,0,2,68,0,0,15,0,0,6,0,0,0,0
"2433",106190949,"HENRY MAYO NEWHALL HOSPITAL","Los Angeles","General Acute Care Hospital","23845 Mcbean Pkwy","Valencia","91355","300-499","Level II","Urban","Non Rural","Non teaching","Non-profit Corporation (incl. Church-related)","Emergency - Basic",31166,25431,0,7586,6536,9022,8215,6456,6854,5028,3712,3188,0,0,0,0,0,4894,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18718,9640,2108,22894,0,1135,210,5625,9,3671,1178,3429,1439,12093,2641,179,5122,13,52,2467,7401,1548,7821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56597,0,55203,1248,4693,4613,0,198,736,809,867,1431,1654,1685,1911,0,0,0,0,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1806,4594,130,2495,0,74,61,1672,1229,333,551,963,1422,221,226,283,1146,858,170,58,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9306,114,8832,354,2019,15,0,0,0,3237,0,281,0,0,30,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,492,0,0,0,0,0,74,2198,3452,44,130,45605,20060,36045,2161,1063,76,1,0,883,57,52190,124,0,0,36,2,4,0,564,0,0,39,8,410,518,7,12,26,7887,1769,7519,18,443,187,274,1279,12,59,126,33,5942,889,0,0,0,0,62,6,6,0,4,0,0,0,0
"2434",106191227,"LAC/HARBOR-UCLA MEDICAL CENTER","Los Angeles","General Acute Care Hospital","1000 W Carson St","Torrance","90502","300-499","Level I & Level II - Ped","Urban","Non Rural","Teaching","City or County","Emergency - Basic",35274,37274,12,14486,9317,10264,8881,9072,10193,6695,2213,1439,0,0,0,0,0,48571,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53749,5354,1504,4077,0,863,378,5143,31,4115,1301,4611,2651,10447,5718,234,7113,13,181,6986,8172,2966,10805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72560,0,46768,24275,5292,7048,1,624,1308,1416,1596,2434,2170,1035,885,0,0,0,0,7287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8060,2532,245,861,0,348,137,2026,1594,702,450,1070,2540,243,422,510,807,864,277,191,0,29,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12341,365,7841,4110,2019,873,0,0,0,7870,6,643,0,0,75,0,0,0,0,0,0,0,0,0,2,0,NA,0,0,0,0,0,0,0,0,0,0,1246,0,0,0,0,0,0,0,0,0,138,0,713,297,4,0,0,14,804,3418,13390,601,441,4682,45099,26451,3280,416,34,0,132,306,1286,66795,202,0,26,0,5,78,0,832,171,100,165,255,903,2508,82,104,72,1126,6545,5640,142,531,355,401,440,129,66,219,135,9165,735,0,110,9,23,21,39,9,16,20,0,0,0,0
"2435",106191228,"LAC+USC MEDICAL CENTER","Los Angeles","General Acute Care Hospital","1200 N State St","Los Angeles","90033","500+","Level I & Level II - Ped","Urban","Non Rural","Teaching","City or County","Emergency - Comprehensive",56856,70051,50,10302,9732,20085,21589,21825,23357,14207,4286,1574,0,0,0,0,0,98383,5621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91371,8937,9961,6111,0,1409,652,8921,69,8306,2480,7788,2296,17856,13679,556,14871,16,113,13223,10420,5676,16969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126957,0,68766,55149,9291,14975,9,775,2466,3337,3952,5432,4320,1885,1227,0,0,0,0,17981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17022,3749,1438,938,0,483,424,4213,3033,1296,908,2761,3846,648,939,1412,1667,1549,575,339,0,31,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24275,1057,12288,10852,2019,881,0,0,0,10577,0,1103,25,0,106,0,0,0,0,0,0,0,91,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,2340,0,0,0,0,0,0,0,0,0,0,0,4785,0,0,0,0,0,269,3645,14318,536,91,4094,88227,33945,1937,835,136,0,366,7955,6370,108978,136,0,24,3,39,72,15,1657,541,161,534,39,1258,2796,113,28,1173,887,15917,7507,851,978,1114,717,129,115,153,191,79,18092,789,0,229,20,18,1651,20,54,24,31,0,0,0,0
"2436",106191230,"MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL","Los Angeles","General Acute Care Hospital","1680 E 120th St","Los Angeles","90059","100-149","Non-Trauma Center","Urban","Non Rural","Teaching","Non-profit Corporation (incl. Church-related)","Emergency - Basic",57132,42962,0,11839,9135,21883,17526,14143,13807,8428,2244,1089,0,0,0,0,0,598,948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72403,7588,16606,3497,0,4621,382,8583,13,5322,1630,7406,1873,16384,7477,314,7933,12,115,3865,12014,4139,16677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100094,0,76885,23029,634,17,0,66,352,191,23,8,6,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580,14,2,22,0,609,0,2,5,1,3,0,6,1,5,2,6,4,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,0,622,28,2019,5,0,0,0,0,0,32,1,0,29,0,0,0,0,0,0,0,0,10,0,0,NA,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,2647,0,0,0,0,1,52,220,42755,0,178,55343,51754,45693,2366,3064,30,22,0,678,1976,91147,89,19,290,240,8,155,0,1334,2,104,2,1,4,210,0,1,34,391,381,226,43,10,4,2,7,1,0,0,2,619,2,0,0,1,0,3,0,0,1,0,0,0,0,0
"2437",106191231,"LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER","Los Angeles","General Acute Care Hospital","14445 Olive View Dr","Sylmar","91342","300-499","Non-Trauma Center","Urban","Non Rural","Teaching","City or County","Emergency - Basic",29575,30248,1,3575,4232,8838,10196,11097,11830,7135,2110,811,0,0,0,0,0,52764,1766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42480,3895,5136,2682,0,862,201,4711,14,3672,1336,5194,1009,5678,6650,294,6392,6,49,6028,5756,2932,8384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59824,0,28353,29696,3323,4478,0,127,509,900,1412,1931,1625,681,474,0,0,0,0,6735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5583,1205,174,126,0,113,169,1687,1296,579,453,951,340,158,303,297,488,549,191,151,0,7,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7801,353,3343,4074,2019,142,0,0,0,5547,84,713,0,0,51,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1532,0,0,0,0,0,0,0,0,0,0,0,1842,0,0,0,0,0,101,1580,2534,79,43,957,41971,16011,800,224,10,1,257,312,3440,54567,160,0,13,0,5,35,0,656,137,106,149,28,314,362,9,5,154,194,5225,2461,115,293,273,136,241,61,39,34,26,6137,416,0,129,1,0,15,19,14,17,2,0,0,0,0
"2438",106191306,"LAC/RANCHO LOS AMIGOS NATIONAL REHAB CENTER","Los Angeles","General Acute Care Hospital","7601 Imperial Hwy","Downey","90242","150-199","Non-Trauma Center","Urban","Non Rural","Teaching","City or County",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
